time_bin,src,dst,packets,bytes,regime
2,s00000000,d00000351,1.18,1182,hotspot_zipf
10,s00000015,d00000168,2.528,589,hotspot_zipf
7,s00000473,d00000492,12.958,17571,hotspot_zipf
10,s00000429,d00000168,5.981,6519,hotspot_zipf
6,s00000282,d00000237,2.39,1700,hotspot_zipf
3,s00000015,d00000477,17.866,19117,hotspot_zipf
4,s00000015,d00000314,1.033,358,hotspot_zipf
1,s00000000,d00000168,5.029,5773,hotspot_zipf
6,s00000015,d00000127,2.748,1445,hotspot_zipf
0,s00000000,d00000237,5.291,3535,hotspot_zipf
4,s00000015,d00000233,2.632,3071,hotspot_zipf
6,s00000282,d00000076,1.6,1818,hotspot_zipf
13,s00000015,d00000168,4.062,5524,hotspot_zipf
8,s00000015,d00000433,1.044,992,hotspot_zipf
14,s00000432,d00000168,5.383,2342,hotspot_zipf
15,s00000015,d00000112,2.531,3062,hotspot_zipf
6,s00000015,d00000237,7.618,9173,hotspot_zipf
2,s00000015,d00000168,2.258,2608,hotspot_zipf
1,s00000321,d00000409,1.85,2066,hotspot_zipf
11,s00000282,d00000168,4.787,330,hotspot_zipf
4,s00000212,d00000051,10.042,3776,hotspot_zipf
5,s00000282,d00000112,0.534,95,hotspot_zipf
10,s00000015,d00000112,3.732,4497,hotspot_zipf
0,s00000015,d00000477,5.851,1106,hotspot_zipf
15,s00000260,d00000168,0.951,615,hotspot_zipf
14,s00000473,d00000168,1.536,2019,hotspot_zipf
12,s00000350,d00000492,5.937,1567,hotspot_zipf
14,s00000282,d00000147,1.611,1178,hotspot_zipf
1,s00000177,d00000237,1.905,1604,hotspot_zipf
13,s00000000,d00000477,15.395,3541,hotspot_zipf
5,s00000413,d00000409,1.453,603,hotspot_zipf
10,s00000000,d00000112,1.559,424,hotspot_zipf
1,s00000015,d00000168,0.43,349,hotspot_zipf
3,s00000282,d00000168,1.269,963,hotspot_zipf
8,s00000336,d00000237,1.125,1560,hotspot_zipf
2,s00000308,d00000168,15.35,4037,hotspot_zipf
6,s00000093,d00000112,9.865,3354,hotspot_zipf
14,s00000015,d00000168,1.091,700,hotspot_zipf
7,s00000000,d00000112,19.172,15893,hotspot_zipf
9,s00000368,d00000240,6.637,2708,hotspot_zipf
4,s00000473,d00000168,2.855,2213,hotspot_zipf
1,s00000015,d00000168,6.865,9295,hotspot_zipf
1,s00000395,d00000168,4.698,1400,hotspot_zipf
7,s00000020,d00000168,1.699,1857,hotspot_zipf
12,s00000015,d00000168,0.703,639,hotspot_zipf
10,s00000155,d00000168,1.494,1737,hotspot_zipf
5,s00000000,d00000237,3.333,1360,hotspot_zipf
1,s00000071,d00000112,2.44,3372,hotspot_zipf
1,s00000015,d00000237,1.737,2293,hotspot_zipf
2,s00000282,d00000168,7.949,548,hotspot_zipf
3,s00000147,d00000102,1.302,1627,hotspot_zipf
7,s00000395,d00000112,7.379,2324,hotspot_zipf
0,s00000429,d00000386,2.182,1741,hotspot_zipf
14,s00000015,d00000059,3.686,4133,hotspot_zipf
13,s00000015,d00000168,1.238,499,hotspot_zipf
0,s00000473,d00000353,3.321,4353,hotspot_zipf
2,s00000154,d00000098,1.671,438,hotspot_zipf
3,s00000015,d00000147,0.711,385,hotspot_zipf
15,s00000000,d00000168,3.287,1252,hotspot_zipf
10,s00000487,d00000348,3.195,690,hotspot_zipf
15,s00000256,d00000112,6.977,5540,hotspot_zipf
6,s00000000,d00000474,4.302,3915,hotspot_zipf
1,s00000158,d00000112,1.36,1190,hotspot_zipf
12,s00000155,d00000193,1.94,1703,hotspot_zipf
12,s00000042,d00000247,0.369,93,hotspot_zipf
10,s00000473,d00000183,1.237,1277,hotspot_zipf
3,s00000473,d00000168,10.567,11634,hotspot_zipf
11,s00000015,d00000168,12.816,7305,hotspot_zipf
11,s00000015,d00000168,6.574,4851,hotspot_zipf
7,s00000020,d00000492,4.37,1459,hotspot_zipf
15,s00000352,d00000168,5.627,7956,hotspot_zipf
6,s00000282,d00000237,5.145,6456,hotspot_zipf
7,s00000282,d00000215,0.717,439,hotspot_zipf
6,s00000252,d00000492,1.539,1356,hotspot_zipf
3,s00000015,d00000168,9.562,6732,hotspot_zipf
9,s00000352,d00000112,9.521,9026,hotspot_zipf
10,s00000000,d00000385,4.133,4794,hotspot_zipf
10,s00000282,d00000168,2.535,1792,hotspot_zipf
9,s00000015,d00000237,2.372,1502,hotspot_zipf
8,s00000140,d00000237,2.06,1760,hotspot_zipf
3,s00000473,d00000254,1.467,1684,hotspot_zipf
0,s00000203,d00000351,0.603,705,hotspot_zipf
8,s00000000,d00000237,3.81,3090,hotspot_zipf
15,s00000039,d00000021,2.234,1695,hotspot_zipf
8,s00000282,d00000349,2.759,624,hotspot_zipf
3,s00000000,d00000059,15.304,15993,hotspot_zipf
6,s00000015,d00000351,5.646,7436,hotspot_zipf
14,s00000000,d00000006,1.788,2116,hotspot_zipf
5,s00000205,d00000247,5.589,7322,hotspot_zipf
6,s00000015,d00000237,0.877,933,hotspot_zipf
14,s00000152,d00000049,8.496,2030,hotspot_zipf
4,s00000015,d00000247,4.217,4259,hotspot_zipf
10,s00000282,d00000203,2.809,1463,hotspot_zipf
11,s00000015,d00000112,5.544,5422,hotspot_zipf
6,s00000439,d00000359,12.171,10334,hotspot_zipf
5,s00000473,d00000237,2.208,1104,hotspot_zipf
9,s00000140,d00000168,1.386,291,hotspot_zipf
9,s00000123,d00000473,21.87,25019,hotspot_zipf
10,s00000385,d00000143,3.382,2107,hotspot_zipf
7,s00000015,d00000112,12.601,15322,hotspot_zipf
13,s00000321,d00000376,1.828,283,hotspot_zipf
5,s00000015,d00000112,4.67,3858,hotspot_zipf
7,s00000282,d00000314,1.885,1508,hotspot_zipf
7,s00000015,d00000147,5.861,2297,hotspot_zipf
13,s00000262,d00000314,2.608,1911,hotspot_zipf
1,s00000466,d00000168,1.837,1710,hotspot_zipf
2,s00000000,d00000237,13.268,17912,hotspot_zipf
15,s00000321,d00000237,4.511,1155,hotspot_zipf
11,s00000206,d00000168,0.547,645,hotspot_zipf
11,s00000015,d00000168,2.703,2471,hotspot_zipf
11,s00000015,d00000237,1.472,643,hotspot_zipf
11,s00000000,d00000112,1.126,231,hotspot_zipf
0,s00000015,d00000409,1.981,1995,hotspot_zipf
10,s00000282,d00000314,2.177,2497,hotspot_zipf
10,s00000015,d00000147,3.432,4770,hotspot_zipf
9,s00000282,d00000159,1.643,1491,hotspot_zipf
1,s00000473,d00000168,0.634,153,hotspot_zipf
13,s00000473,d00000247,2.066,616,hotspot_zipf
14,s00000413,d00000168,7.295,5844,hotspot_zipf
3,s00000321,d00000168,0.985,825,hotspot_zipf
8,s00000015,d00000247,5.781,1526,hotspot_zipf
7,s00000473,d00000136,5.013,6913,hotspot_zipf
2,s00000015,d00000237,2.232,926,hotspot_zipf
2,s00000395,d00000247,4.387,386,hotspot_zipf
11,s00000401,d00000102,1.706,1276,hotspot_zipf
15,s00000282,d00000203,2.329,1977,hotspot_zipf
4,s00000187,d00000237,1.337,103,hotspot_zipf
1,s00000015,d00000492,5.04,7272,hotspot_zipf
1,s00000181,d00000168,11.308,8255,hotspot_zipf
8,s00000015,d00000168,1.815,813,hotspot_zipf
8,s00000015,d00000460,9.686,4591,hotspot_zipf
2,s00000015,d00000112,0.494,659,hotspot_zipf
12,s00000321,d00000385,1.508,228,hotspot_zipf
0,s00000465,d00000168,1.346,89,hotspot_zipf
11,s00000015,d00000168,15.484,12387,hotspot_zipf
12,s00000000,d00000496,1.961,1998,hotspot_zipf
12,s00000015,d00000168,6.674,2276,hotspot_zipf
6,s00000015,d00000168,0.532,537,hotspot_zipf
11,s00000015,d00000147,3.682,1256,hotspot_zipf
13,s00000260,d00000237,5.515,5912,hotspot_zipf
6,s00000034,d00000237,3.215,4399,hotspot_zipf
14,s00000039,d00000168,0.291,400,hotspot_zipf
3,s00000015,d00000168,3.893,2601,hotspot_zipf
1,s00000282,d00000168,6.868,1030,hotspot_zipf
5,s00000015,d00000349,10.842,8901,hotspot_zipf
0,s00000020,d00000168,4.748,722,hotspot_zipf
13,s00000119,d00000237,0.732,151,hotspot_zipf
11,s00000439,d00000409,2.755,1728,hotspot_zipf
0,s00000015,d00000168,7.464,10316,hotspot_zipf
4,s00000282,d00000482,1.596,849,hotspot_zipf
1,s00000015,d00000168,5.512,4834,hotspot_zipf
6,s00000423,d00000237,2.163,173,hotspot_zipf
14,s00000015,d00000168,3.609,1703,hotspot_zipf
10,s00000155,d00000237,6.553,8703,hotspot_zipf
0,s00000401,d00000246,1.76,1728,hotspot_zipf
9,s00000282,d00000237,43.313,58473,hotspot_zipf
8,s00000015,d00000353,3.806,3639,hotspot_zipf
5,s00000015,d00000168,4.518,5056,hotspot_zipf
14,s00000487,d00000029,1.708,1257,hotspot_zipf
11,s00000000,d00000409,3.512,2760,hotspot_zipf
8,s00000015,d00000201,2.611,1708,hotspot_zipf
1,s00000473,d00000237,0.896,453,hotspot_zipf
11,s00000000,d00000237,0.84,163,hotspot_zipf
3,s00000015,d00000059,4.297,1964,hotspot_zipf
0,s00000015,d00000168,3.069,3428,hotspot_zipf
10,s00000015,d00000102,0.313,255,hotspot_zipf
11,s00000140,d00000237,0.483,57,hotspot_zipf
2,s00000262,d00000351,2.517,1326,hotspot_zipf
9,s00000015,d00000237,3.122,474,hotspot_zipf
5,s00000015,d00000314,5.734,7265,hotspot_zipf
10,s00000330,d00000168,1.09,1013,hotspot_zipf
5,s00000321,d00000059,5.653,7519,hotspot_zipf
4,s00000245,d00000168,2.518,3208,hotspot_zipf
14,s00000015,d00000112,2.104,2615,hotspot_zipf
9,s00000206,d00000168,2.923,3829,hotspot_zipf
6,s00000282,d00000168,8.057,8468,hotspot_zipf
12,s00000039,d00000112,5.482,2023,hotspot_zipf
12,s00000393,d00000237,7.39,5527,hotspot_zipf
13,s00000015,d00000237,1.788,2133,hotspot_zipf
9,s00000158,d00000314,2.572,208,hotspot_zipf
1,s00000015,d00000492,1.166,370,hotspot_zipf
9,s00000247,d00000168,2.018,2730,hotspot_zipf
14,s00000297,d00000465,2.324,765,hotspot_zipf
0,s00000282,d00000247,2.184,1555,hotspot_zipf
11,s00000015,d00000187,6.307,4440,hotspot_zipf
1,s00000487,d00000492,4.868,1986,hotspot_zipf
8,s00000282,d00000168,6.575,5654,hotspot_zipf
6,s00000039,d00000059,3.726,555,hotspot_zipf
11,s00000029,d00000112,8.717,6965,hotspot_zipf
2,s00000304,d00000168,3.678,5296,hotspot_zipf
11,s00000015,d00000237,7.917,10537,hotspot_zipf
3,s00000282,d00000196,5.221,3837,hotspot_zipf
8,s00000282,d00000237,6.434,4845,hotspot_zipf
1,s00000159,d00000033,3.126,1275,hotspot_zipf
13,s00000398,d00000168,1.089,615,hotspot_zipf
2,s00000131,d00000179,0.905,732,hotspot_zipf
13,s00000120,d00000237,19.33,13627,hotspot_zipf
4,s00000015,d00000168,4.707,3907,hotspot_zipf
12,s00000454,d00000156,4.949,1584,hotspot_zipf
5,s00000015,d00000168,2.857,2960,hotspot_zipf
3,s00000282,d00000247,2.197,2336,hotspot_zipf
3,s00000020,d00000246,44.018,40188,hotspot_zipf
6,s00000468,d00000168,1.212,373,hotspot_zipf
3,s00000473,d00000477,3.138,2950,hotspot_zipf
14,s00000000,d00000059,3.17,2321,hotspot_zipf
8,s00000491,d00000168,1.2,1261,hotspot_zipf
9,s00000264,d00000168,1.057,202,hotspot_zipf
1,s00000006,d00000293,1.763,1294,hotspot_zipf
2,s00000140,d00000192,2.437,2590,hotspot_zipf
15,s00000000,d00000237,2.145,508,hotspot_zipf
12,s00000217,d00000477,6.903,3914,hotspot_zipf
6,s00000015,d00000168,1.149,1305,hotspot_zipf
2,s00000015,d00000112,4.779,5505,hotspot_zipf
0,s00000015,d00000168,12.45,9724,hotspot_zipf
15,s00000262,d00000187,7.416,2195,hotspot_zipf
5,s00000352,d00000112,1.191,1396,hotspot_zipf
10,s00000468,d00000059,0.233,172,hotspot_zipf
4,s00000015,d00000246,7.105,4242,hotspot_zipf
15,s00000252,d00000492,5.192,6614,hotspot_zipf
5,s00000000,d00000459,1.96,1870,hotspot_zipf
5,s00000015,d00000168,10.513,11301,hotspot_zipf
5,s00000473,d00000168,2.307,1467,hotspot_zipf
14,s00000015,d00000322,3.659,1281,hotspot_zipf
6,s00000395,d00000492,1.304,973,hotspot_zipf
4,s00000282,d00000168,4.425,880,hotspot_zipf
14,s00000015,d00000480,2.254,2387,hotspot_zipf
1,s00000302,d00000237,2.11,1880,hotspot_zipf
10,s00000015,d00000112,8.775,5563,hotspot_zipf
12,s00000426,d00000168,4.027,5722,hotspot_zipf
5,s00000015,d00000014,0.864,1127,hotspot_zipf
14,s00000015,d00000168,6.187,3867,hotspot_zipf
0,s00000297,d00000168,7.049,522,hotspot_zipf
14,s00000084,d00000285,1.57,1630,hotspot_zipf
15,s00000015,d00000168,2.331,2856,hotspot_zipf
2,s00000158,d00000237,3.485,3513,hotspot_zipf
9,s00000015,d00000237,2.653,3671,hotspot_zipf
8,s00000217,d00000168,3.712,5267,hotspot_zipf
5,s00000297,d00000237,5.959,852,hotspot_zipf
10,s00000377,d00000168,2.133,1339,hotspot_zipf
8,s00000000,d00000237,21.6,27843,hotspot_zipf
5,s00000262,d00000168,1.749,329,hotspot_zipf
15,s00000473,d00000409,2.044,1327,hotspot_zipf
11,s00000108,d00000112,19.53,3906,hotspot_zipf
7,s00000297,d00000353,28.392,9625,hotspot_zipf
6,s00000015,d00000247,3.434,4547,hotspot_zipf
7,s00000399,d00000023,2.805,2216,hotspot_zipf
13,s00000260,d00000246,1.264,456,hotspot_zipf
5,s00000413,d00000168,9.286,3492,hotspot_zipf
8,s00000309,d00000168,3.88,3387,hotspot_zipf
3,s00000395,d00000168,1.55,1389,hotspot_zipf
6,s00000000,d00000247,4.784,4531,hotspot_zipf
7,s00000282,d00000168,11.398,9780,hotspot_zipf
8,s00000015,d00000237,6.154,8075,hotspot_zipf
10,s00000015,d00000156,24.224,29166,hotspot_zipf
6,s00000015,d00000082,9.428,6156,hotspot_zipf
6,s00000262,d00000237,4.936,809,hotspot_zipf
7,s00000282,d00000492,3.224,1325,hotspot_zipf
6,s00000466,d00000095,5.447,5671,hotspot_zipf
11,s00000000,d00000409,9.93,13118,hotspot_zipf
9,s00000015,d00000168,7.191,813,hotspot_zipf
5,s00000015,d00000237,8.579,7841,hotspot_zipf
12,s00000352,d00000168,4.058,4545,hotspot_zipf
0,s00000217,d00000237,6.618,9517,hotspot_zipf
1,s00000158,d00000168,9.912,10031,hotspot_zipf
10,s00000297,d00000285,2.861,3267,hotspot_zipf
4,s00000282,d00000168,1.034,151,hotspot_zipf
7,s00000015,d00000168,15.699,15448,hotspot_zipf
2,s00000015,d00000237,5.613,589,hotspot_zipf
13,s00000115,d00000102,2.235,1607,hotspot_zipf
15,s00000404,d00000492,4.099,598,hotspot_zipf
0,s00000262,d00000237,2.658,173,hotspot_zipf
9,s00000000,d00000492,0.716,668,hotspot_zipf
12,s00000053,d00000112,2.814,3386,hotspot_zipf
3,s00000015,d00000237,0.922,811,hotspot_zipf
4,s00000260,d00000143,3.985,2228,hotspot_zipf
0,s00000262,d00000102,3.009,2573,hotspot_zipf
13,s00000473,d00000168,9.209,1317,hotspot_zipf
14,s00000015,d00000168,2.98,2199,hotspot_zipf
5,s00000020,d00000183,4.649,5058,hotspot_zipf
7,s00000281,d00000168,2.537,944,hotspot_zipf
1,s00000411,d00000136,2.359,3373,hotspot_zipf
15,s00000282,d00000237,0.944,302,hotspot_zipf
10,s00000140,d00000168,8.096,8776,hotspot_zipf
11,s00000341,d00000168,3.872,2416,hotspot_zipf
3,s00000140,d00000254,1.965,599,hotspot_zipf
13,s00000473,d00000237,4.005,709,hotspot_zipf
12,s00000015,d00000246,2.286,1235,hotspot_zipf
12,s00000015,d00000436,1.73,2069,hotspot_zipf
8,s00000352,d00000351,4.156,2232,hotspot_zipf
8,s00000015,d00000156,9.91,9504,hotspot_zipf
13,s00000364,d00000492,2.605,1263,hotspot_zipf
7,s00000269,d00000168,0.921,679,hotspot_zipf
10,s00000158,d00000183,1.909,1929,hotspot_zipf
11,s00000015,d00000168,16.737,18645,hotspot_zipf
7,s00000308,d00000168,1.6,1702,hotspot_zipf
15,s00000000,d00000183,9.671,7930,hotspot_zipf
9,s00000473,d00000059,2.678,1205,hotspot_zipf
5,s00000401,d00000246,6.463,1681,hotspot_zipf
0,s00000015,d00000168,3.018,1826,hotspot_zipf
4,s00000015,d00000237,0.803,907,hotspot_zipf
1,s00000411,d00000247,2.292,1167,hotspot_zipf
7,s00000140,d00000237,22.218,13264,hotspot_zipf
4,s00000015,d00000093,2.949,1242,hotspot_zipf
7,s00000143,d00000187,5.52,1689,hotspot_zipf
8,s00000015,d00000168,2.453,2387,hotspot_zipf
5,s00000020,d00000238,2.949,3294,hotspot_zipf
14,s00000282,d00000237,4.438,5210,hotspot_zipf
14,s00000443,d00000168,5.087,1363,hotspot_zipf
0,s00000321,d00000247,24.478,25824,hotspot_zipf
15,s00000015,d00000112,3.275,875,hotspot_zipf
4,s00000140,d00000314,2.825,3946,hotspot_zipf
14,s00000140,d00000492,1.831,2596,hotspot_zipf
1,s00000482,d00000387,1.019,1394,hotspot_zipf
6,s00000015,d00000314,0.781,754,hotspot_zipf
13,s00000158,d00000168,6.037,8439,hotspot_zipf
9,s00000441,d00000459,0.622,556,hotspot_zipf
14,s00000020,d00000187,11.783,13527,hotspot_zipf
5,s00000015,d00000151,7.201,4126,hotspot_zipf
8,s00000237,d00000168,2.549,1466,hotspot_zipf
4,s00000015,d00000351,1.177,1217,hotspot_zipf
3,s00000466,d00000237,3.412,3746,hotspot_zipf
9,s00000015,d00000343,3.393,3308,hotspot_zipf
13,s00000015,d00000059,9.174,12880,hotspot_zipf
11,s00000015,d00000492,1.707,1027,hotspot_zipf
5,s00000282,d00000440,2.369,1052,hotspot_zipf
15,s00000015,d00000168,3.174,996,hotspot_zipf
9,s00000429,d00000444,2.593,1429,hotspot_zipf
6,s00000421,d00000112,1.898,1190,hotspot_zipf
12,s00000468,d00000168,0.711,68,hotspot_zipf
12,s00000015,d00000112,0.761,395,hotspot_zipf
5,s00000000,d00000237,1.812,2392,hotspot_zipf
9,s00000015,d00000415,2.72,846,hotspot_zipf
3,s00000473,d00000459,8.179,9545,hotspot_zipf
13,s00000297,d00000100,26.605,37380,hotspot_zipf
1,s00000000,d00000247,15.572,3628,hotspot_zipf
11,s00000282,d00000183,4.752,5417,hotspot_zipf
14,s00000447,d00000156,18.054,12277,hotspot_zipf
11,s00000473,d00000384,3.0,1632,hotspot_zipf
0,s00000282,d00000168,2.073,966,hotspot_zipf
10,s00000393,d00000059,26.707,23769,hotspot_zipf
13,s00000355,d00000168,1.275,695,hotspot_zipf
10,s00000015,d00000237,2.294,1599,hotspot_zipf
14,s00000015,d00000351,2.629,1764,hotspot_zipf
2,s00000282,d00000143,12.387,10009,hotspot_zipf
6,s00000015,d00000237,1.951,2671,hotspot_zipf
12,s00000015,d00000102,6.728,1548,hotspot_zipf
2,s00000494,d00000409,2.31,1146,hotspot_zipf
7,s00000245,d00000021,1.108,663,hotspot_zipf
11,s00000188,d00000492,4.119,3555,hotspot_zipf
10,s00000473,d00000192,3.876,1841,hotspot_zipf
3,s00000015,d00000247,1.178,1291,hotspot_zipf
0,s00000509,d00000237,1.53,234,hotspot_zipf
7,s00000439,d00000168,1.633,1705,hotspot_zipf
9,s00000015,d00000168,7.931,7106,hotspot_zipf
5,s00000015,d00000147,5.049,581,hotspot_zipf
3,s00000015,d00000168,4.131,2953,hotspot_zipf
11,s00000444,d00000102,5.183,2820,hotspot_zipf
11,s00000015,d00000168,2.172,180,hotspot_zipf
11,s00000000,d00000237,5.124,6205,hotspot_zipf
2,s00000413,d00000177,1.935,1300,hotspot_zipf
9,s00000262,d00000200,1.006,308,hotspot_zipf
11,s00000282,d00000168,1.772,1593,hotspot_zipf
8,s00000282,d00000474,4.032,2774,hotspot_zipf
3,s00000000,d00000351,3.618,3484,hotspot_zipf
11,s00000015,d00000168,8.64,9988,hotspot_zipf
9,s00000145,d00000183,0.73,269,hotspot_zipf
2,s00000000,d00000492,2.739,956,hotspot_zipf
8,s00000155,d00000168,4.76,6174,hotspot_zipf
3,s00000282,d00000237,1.404,1040,hotspot_zipf
15,s00000282,d00000237,4.177,1145,hotspot_zipf
2,s00000282,d00000237,2.31,3195,hotspot_zipf
6,s00000000,d00000183,1.208,830,hotspot_zipf
3,s00000015,d00000247,9.156,1813,hotspot_zipf
14,s00000429,d00000168,0.957,1093,hotspot_zipf
7,s00000015,d00000461,8.214,3779,hotspot_zipf
4,s00000200,d00000200,2.302,1623,hotspot_zipf
2,s00000000,d00000168,1.434,142,hotspot_zipf
15,s00000473,d00000237,1.507,380,hotspot_zipf
14,s00000015,d00000237,1.721,248,hotspot_zipf
13,s00000020,d00000426,1.559,1167,hotspot_zipf
1,s00000210,d00000237,4.256,5018,hotspot_zipf
13,s00000282,d00000168,0.622,551,hotspot_zipf
14,s00000470,d00000168,10.196,8147,hotspot_zipf
9,s00000282,d00000168,7.084,8996,hotspot_zipf
12,s00000015,d00000168,11.647,10681,hotspot_zipf
13,s00000009,d00000237,1.381,674,hotspot_zipf
8,s00000282,d00000352,0.415,177,hotspot_zipf
0,s00000473,d00000237,1.907,2733,hotspot_zipf
8,s00000000,d00000143,2.875,2993,hotspot_zipf
5,s00000297,d00000059,4.392,5280,hotspot_zipf
12,s00000015,d00000359,2.098,554,hotspot_zipf
15,s00000109,d00000168,3.101,1951,hotspot_zipf
5,s00000188,d00000237,3.827,1305,hotspot_zipf
13,s00000282,d00000473,0.83,99,hotspot_zipf
13,s00000482,d00000465,16.986,2531,hotspot_zipf
5,s00000282,d00000179,1.219,1632,hotspot_zipf
6,s00000015,d00000409,4.24,5831,hotspot_zipf
13,s00000282,d00000168,8.833,4611,hotspot_zipf
12,s00000127,d00000467,1.656,859,hotspot_zipf
10,s00000025,d00000237,3.358,1770,hotspot_zipf
8,s00000015,d00000102,14.549,6765,hotspot_zipf
3,s00000140,d00000314,2.6,848,hotspot_zipf
15,s00000015,d00000112,8.581,5569,hotspot_zipf
8,s00000015,d00000503,4.355,2674,hotspot_zipf
9,s00000015,d00000062,4.117,1589,hotspot_zipf
8,s00000055,d00000247,6.395,2731,hotspot_zipf
10,s00000015,d00000112,2.723,3611,hotspot_zipf
11,s00000352,d00000168,2.777,942,hotspot_zipf
3,s00000365,d00000168,7.968,3602,hotspot_zipf
1,s00000015,d00000359,4.245,3188,hotspot_zipf
15,s00000282,d00000168,5.251,667,hotspot_zipf
1,s00000430,d00000246,1.145,187,hotspot_zipf
1,s00000015,d00000466,3.408,4192,hotspot_zipf
2,s00000234,d00000077,9.997,2809,hotspot_zipf
0,s00000072,d00000237,7.544,8080,hotspot_zipf
0,s00000282,d00000102,4.578,3347,hotspot_zipf
5,s00000473,d00000247,2.11,669,hotspot_zipf
4,s00000015,d00000351,1.938,2108,hotspot_zipf
15,s00000473,d00000112,4.987,2912,hotspot_zipf
9,s00000282,d00000359,12.049,13760,hotspot_zipf
4,s00000321,d00000168,3.497,993,hotspot_zipf
8,s00000282,d00000168,10.875,1044,hotspot_zipf
1,s00000395,d00000492,2.57,3367,hotspot_zipf
14,s00000015,d00000168,9.911,13241,hotspot_zipf
5,s00000282,d00000147,1.37,1821,hotspot_zipf
7,s00000015,d00000168,3.982,2377,hotspot_zipf
12,s00000158,d00000402,1.289,178,hotspot_zipf
3,s00000282,d00000492,6.093,6873,hotspot_zipf
12,s00000015,d00000168,5.635,2057,hotspot_zipf
1,s00000000,d00000168,1.433,1294,hotspot_zipf
1,s00000318,d00000237,1.723,1091,hotspot_zipf
1,s00000323,d00000351,2.261,1268,hotspot_zipf
6,s00000282,d00000021,0.883,814,hotspot_zipf
1,s00000015,d00000285,1.464,1047,hotspot_zipf
6,s00000282,d00000492,1.547,1878,hotspot_zipf
3,s00000015,d00000168,6.8,7950,hotspot_zipf
2,s00000282,d00000168,11.679,15276,hotspot_zipf
10,s00000252,d00000490,2.258,531,hotspot_zipf
2,s00000282,d00000168,2.599,3524,hotspot_zipf
11,s00000084,d00000168,4.079,441,hotspot_zipf
5,s00000015,d00000351,2.106,1811,hotspot_zipf
13,s00000282,d00000168,2.621,1853,hotspot_zipf
6,s00000119,d00000237,7.146,7803,hotspot_zipf
10,s00000297,d00000168,4.14,5605,hotspot_zipf
9,s00000015,d00000237,3.118,4060,hotspot_zipf
3,s00000015,d00000168,2.012,1573,hotspot_zipf
10,s00000206,d00000254,12.633,13783,hotspot_zipf
1,s00000282,d00000168,1.939,2012,hotspot_zipf
9,s00000460,d00000426,3.753,2654,hotspot_zipf
1,s00000413,d00000169,1.33,1058,hotspot_zipf
6,s00000000,d00000351,1.972,2388,hotspot_zipf
5,s00000297,d00000168,3.664,3770,hotspot_zipf
2,s00000015,d00000237,2.36,2205,hotspot_zipf
12,s00000282,d00000168,5.437,440,hotspot_zipf
1,s00000015,d00000223,3.578,1646,hotspot_zipf
9,s00000015,d00000237,0.971,451,hotspot_zipf
2,s00000140,d00000123,0.423,44,hotspot_zipf
5,s00000200,d00000168,8.234,10350,hotspot_zipf
11,s00000282,d00000436,1.991,2234,hotspot_zipf
3,s00000282,d00000143,12.722,13015,hotspot_zipf
3,s00000282,d00000168,3.408,314,hotspot_zipf
9,s00000015,d00000349,1.693,2168,hotspot_zipf
7,s00000282,d00000168,5.555,6433,hotspot_zipf
10,s00000015,d00000059,2.636,3751,hotspot_zipf
3,s00000265,d00000168,3.402,3895,hotspot_zipf
3,s00000107,d00000168,1.459,1058,hotspot_zipf
4,s00000245,d00000452,5.969,1970,hotspot_zipf
1,s00000000,d00000237,9.001,12818,hotspot_zipf
11,s00000143,d00000247,2.097,2621,hotspot_zipf
0,s00000015,d00000168,16.709,9491,hotspot_zipf
12,s00000015,d00000385,2.016,1686,hotspot_zipf
