time_bin,src,dst,packets,bytes,regime,target_nnz
1,s00000024,d00000130,2.41,2470,controlled,800
11,s00000219,d00000043,4.461,3292,controlled,800
10,s00000209,d00000208,3.743,1733,controlled,800
10,s00000189,d00000118,8.121,7699,controlled,800
3,s00000121,d00000005,5.633,6343,controlled,800
3,s00000162,d00000164,6.083,5268,controlled,800
2,s00000050,d00000121,1.421,652,controlled,800
11,s00000083,d00000082,4.008,4228,controlled,800
4,s00000151,d00000160,1.381,1942,controlled,800
7,s00000241,d00000149,3.003,3736,controlled,800
11,s00000048,d00000180,6.968,6292,controlled,800
13,s00000020,d00000200,2.822,265,controlled,800
15,s00000000,d00000208,3.507,5082,controlled,800
13,s00000148,d00000244,5.515,855,controlled,800
0,s00000182,d00000133,3.407,736,controlled,800
13,s00000137,d00000011,9.969,1037,controlled,800
6,s00000193,d00000026,3.127,2645,controlled,800
11,s00000028,d00000201,4.001,3341,controlled,800
14,s00000192,d00000050,11.516,12863,controlled,800
15,s00000231,d00000024,5.398,1506,controlled,800
7,s00000208,d00000106,4.254,5713,controlled,800
9,s00000066,d00000032,15.176,11261,controlled,800
10,s00000028,d00000176,5.911,7182,controlled,800
10,s00000045,d00000156,11.534,5167,controlled,800
10,s00000119,d00000233,7.426,2384,controlled,800
0,s00000250,d00000118,7.719,4986,controlled,800
5,s00000111,d00000075,11.963,8590,controlled,800
8,s00000217,d00000090,7.071,4738,controlled,800
0,s00000157,d00000109,3.68,1406,controlled,800
11,s00000055,d00000126,4.531,4019,controlled,800
9,s00000092,d00000028,4.846,649,controlled,800
13,s00000181,d00000076,10.94,1061,controlled,800
0,s00000024,d00000176,9.598,3311,controlled,800
2,s00000017,d00000225,5.941,4503,controlled,800
8,s00000226,d00000229,5.175,4420,controlled,800
15,s00000096,d00000169,5.881,2835,controlled,800
7,s00000035,d00000049,10.447,7616,controlled,800
4,s00000226,d00000229,15.769,13135,controlled,800
8,s00000218,d00000210,6.191,1083,controlled,800
2,s00000143,d00000236,2.225,1373,controlled,800
15,s00000092,d00000028,1.636,828,controlled,800
0,s00000076,d00000035,2.163,195,controlled,800
9,s00000151,d00000130,15.922,18438,controlled,800
4,s00000204,d00000161,1.625,1104,controlled,800
0,s00000149,d00000120,3.627,4117,controlled,800
13,s00000235,d00000061,5.426,4487,controlled,800
5,s00000250,d00000060,2.489,1008,controlled,800
8,s00000222,d00000052,5.507,6950,controlled,800
6,s00000090,d00000045,7.021,5469,controlled,800
0,s00000168,d00000238,6.296,4546,controlled,800
13,s00000059,d00000151,10.159,7792,controlled,800
6,s00000241,d00000192,16.306,7370,controlled,800
11,s00000110,d00000226,0.676,116,controlled,800
7,s00000106,d00000081,16.839,1650,controlled,800
15,s00000131,d00000148,10.118,6273,controlled,800
12,s00000251,d00000107,2.833,816,controlled,800
0,s00000042,d00000233,11.21,11905,controlled,800
10,s00000092,d00000048,6.436,8856,controlled,800
0,s00000086,d00000211,2.152,2630,controlled,800
3,s00000029,d00000211,3.525,2887,controlled,800
0,s00000079,d00000202,1.466,1184,controlled,800
11,s00000047,d00000184,8.449,11203,controlled,800
8,s00000029,d00000054,4.174,947,controlled,800
9,s00000013,d00000010,12.37,2659,controlled,800
10,s00000028,d00000201,4.287,5063,controlled,800
1,s00000147,d00000122,4.045,1153,controlled,800
12,s00000172,d00000116,2.117,184,controlled,800
11,s00000218,d00000210,15.299,19613,controlled,800
8,s00000161,d00000125,4.056,5775,controlled,800
10,s00000190,d00000074,11.729,1466,controlled,800
12,s00000162,d00000214,12.65,10815,controlled,800
13,s00000090,d00000182,6.798,4928,controlled,800
8,s00000200,d00000060,5.665,1881,controlled,800
9,s00000037,d00000203,3.904,3791,controlled,800
5,s00000055,d00000126,5.169,3107,controlled,800
12,s00000126,d00000105,7.529,6008,controlled,800
10,s00000138,d00000160,8.83,4503,controlled,800
5,s00000206,d00000135,11.789,11576,controlled,800
15,s00000032,d00000021,9.191,8263,controlled,800
11,s00000076,d00000100,5.416,704,controlled,800
6,s00000001,d00000080,2.419,2444,controlled,800
0,s00000008,d00000038,2.78,2294,controlled,800
3,s00000144,d00000114,4.146,1969,controlled,800
11,s00000028,d00000145,8.485,6813,controlled,800
12,s00000218,d00000049,10.001,2940,controlled,800
0,s00000162,d00000164,3.089,3525,controlled,800
13,s00000155,d00000060,3.684,468,controlled,800
9,s00000062,d00000057,0.706,517,controlled,800
6,s00000235,d00000061,0.681,162,controlled,800
8,s00000033,d00000022,7.386,3789,controlled,800
0,s00000125,d00000072,23.242,3324,controlled,800
1,s00000220,d00000006,2.504,1738,controlled,800
13,s00000220,d00000006,2.421,2097,controlled,800
6,s00000179,d00000065,1.958,578,controlled,800
0,s00000232,d00000221,5.092,3132,controlled,800
3,s00000042,d00000059,1.062,1214,controlled,800
0,s00000219,d00000165,19.645,23555,controlled,800
12,s00000063,d00000196,4.42,3576,controlled,800
10,s00000215,d00000020,11.225,15031,controlled,800
6,s00000162,d00000171,2.046,886,controlled,800
12,s00000119,d00000036,4.821,6441,controlled,800
8,s00000230,d00000250,10.515,10778,controlled,800
12,s00000037,d00000141,0.391,118,controlled,800
1,s00000191,d00000181,1.505,748,controlled,800
2,s00000251,d00000107,6.681,4069,controlled,800
10,s00000101,d00000254,17.127,13136,controlled,800
14,s00000127,d00000165,5.404,4215,controlled,800
4,s00000228,d00000193,2.199,3154,controlled,800
13,s00000026,d00000067,5.044,852,controlled,800
13,s00000230,d00000029,0.926,1255,controlled,800
5,s00000241,d00000154,9.069,10338,controlled,800
13,s00000208,d00000013,5.603,3827,controlled,800
5,s00000010,d00000025,5.238,6521,controlled,800
1,s00000211,d00000080,2.407,1028,controlled,800
5,s00000219,d00000165,9.135,10021,controlled,800
3,s00000091,d00000127,0.545,596,controlled,800
5,s00000162,d00000074,8.128,1837,controlled,800
1,s00000115,d00000134,2.689,3785,controlled,800
4,s00000055,d00000126,1.325,662,controlled,800
14,s00000146,d00000015,2.606,3281,controlled,800
10,s00000230,d00000180,7.021,6508,controlled,800
10,s00000092,d00000028,10.714,9524,controlled,800
6,s00000127,d00000165,22.543,11925,controlled,800
0,s00000032,d00000021,7.548,8378,controlled,800
9,s00000072,d00000025,4.897,1587,controlled,800
9,s00000048,d00000175,4.503,6512,controlled,800
0,s00000245,d00000077,6.38,1308,controlled,800
11,s00000094,d00000102,3.063,1449,controlled,800
5,s00000071,d00000049,2.92,1977,controlled,800
0,s00000104,d00000160,6.184,1187,controlled,800
0,s00000247,d00000050,7.421,5981,controlled,800
3,s00000126,d00000105,0.512,566,controlled,800
10,s00000142,d00000138,5.107,6393,controlled,800
3,s00000079,d00000202,3.683,4939,controlled,800
6,s00000007,d00000178,5.15,6917,controlled,800
2,s00000086,d00000073,13.521,11696,controlled,800
10,s00000017,d00000070,17.447,18040,controlled,800
1,s00000173,d00000005,7.234,3501,controlled,800
8,s00000162,d00000074,11.919,5447,controlled,800
9,s00000130,d00000078,9.83,5908,controlled,800
1,s00000173,d00000121,0.455,546,controlled,800
2,s00000220,d00000006,6.293,447,controlled,800
2,s00000132,d00000086,0.592,619,controlled,800
11,s00000007,d00000180,0.296,325,controlled,800
1,s00000034,d00000181,4.305,4038,controlled,800
7,s00000075,d00000155,3.768,5359,controlled,800
8,s00000194,d00000044,11.09,8240,controlled,800
2,s00000234,d00000101,4.038,1054,controlled,800
14,s00000190,d00000048,1.057,783,controlled,800
7,s00000167,d00000215,3.954,3460,controlled,800
13,s00000214,d00000085,2.431,1096,controlled,800
14,s00000042,d00000059,1.545,1029,controlled,800
10,s00000248,d00000029,8.266,984,controlled,800
14,s00000179,d00000065,4.376,4126,controlled,800
11,s00000121,d00000162,12.658,7620,controlled,800
15,s00000092,d00000201,5.82,8195,controlled,800
13,s00000027,d00000134,14.878,16753,controlled,800
9,s00000110,d00000157,2.765,3329,controlled,800
2,s00000101,d00000254,2.987,1365,controlled,800
2,s00000107,d00000040,2.976,2774,controlled,800
13,s00000014,d00000185,4.967,526,controlled,800
2,s00000113,d00000077,12.266,1411,controlled,800
6,s00000251,d00000222,6.634,2567,controlled,800
12,s00000063,d00000196,1.498,792,controlled,800
9,s00000146,d00000015,5.916,947,controlled,800
9,s00000028,d00000041,0.549,284,controlled,800
1,s00000252,d00000245,4.358,4066,controlled,800
14,s00000142,d00000175,2.927,3118,controlled,800
6,s00000058,d00000237,14.316,10494,controlled,800
14,s00000045,d00000224,7.383,1875,controlled,800
6,s00000207,d00000072,10.942,15013,controlled,800
10,s00000102,d00000233,5.026,1975,controlled,800
12,s00000214,d00000131,9.525,13745,controlled,800
13,s00000226,d00000229,3.419,762,controlled,800
10,s00000155,d00000060,6.646,6447,controlled,800
8,s00000152,d00000189,5.851,5968,controlled,800
9,s00000202,d00000084,5.836,7114,controlled,800
14,s00000142,d00000078,5.169,346,controlled,800
3,s00000074,d00000041,2.1,1214,controlled,800
7,s00000113,d00000138,7.439,4352,controlled,800
7,s00000058,d00000237,4.647,6087,controlled,800
9,s00000101,d00000254,3.236,1777,controlled,800
10,s00000020,d00000012,5.428,7589,controlled,800
15,s00000222,d00000231,8.549,11123,controlled,800
4,s00000054,d00000206,5.473,2479,controlled,800
12,s00000189,d00000118,4.482,623,controlled,800
10,s00000151,d00000130,9.997,12726,controlled,800
9,s00000111,d00000075,1.367,1483,controlled,800
1,s00000220,d00000006,8.021,3529,controlled,800
2,s00000047,d00000019,3.519,2407,controlled,800
11,s00000202,d00000255,4.98,6549,controlled,800
2,s00000255,d00000133,5.279,2698,controlled,800
13,s00000042,d00000239,15.879,5605,controlled,800
14,s00000191,d00000251,0.387,42,controlled,800
15,s00000208,d00000106,8.749,9676,controlled,800
0,s00000103,d00000109,7.349,4461,controlled,800
13,s00000159,d00000250,5.912,5841,controlled,800
10,s00000054,d00000206,3.407,4787,controlled,800
3,s00000111,d00000075,5.205,6698,controlled,800
10,s00000080,d00000019,15.099,16564,controlled,800
6,s00000110,d00000226,0.992,363,controlled,800
5,s00000246,d00000078,13.116,3699,controlled,800
7,s00000119,d00000001,10.672,7321,controlled,800
3,s00000214,d00000081,8.352,2013,controlled,800
2,s00000113,d00000041,8.818,5176,controlled,800
9,s00000211,d00000080,12.087,9815,controlled,800
4,s00000150,d00000199,0.426,406,controlled,800
15,s00000026,d00000067,4.345,4150,controlled,800
13,s00000202,d00000033,6.897,807,controlled,800
8,s00000146,d00000049,2.244,3030,controlled,800
4,s00000144,d00000114,6.511,7559,controlled,800
10,s00000221,d00000135,17.766,24428,controlled,800
13,s00000168,d00000095,4.997,1364,controlled,800
6,s00000229,d00000049,7.569,9590,controlled,800
4,s00000094,d00000186,1.591,832,controlled,800
3,s00000111,d00000145,10.531,2538,controlled,800
12,s00000143,d00000236,7.845,7508,controlled,800
10,s00000117,d00000249,6.989,4753,controlled,800
13,s00000181,d00000032,2.345,936,controlled,800
11,s00000167,d00000111,5.21,1912,controlled,800
15,s00000056,d00000244,0.925,905,controlled,800
8,s00000212,d00000025,14.523,13274,controlled,800
13,s00000167,d00000116,3.625,4328,controlled,800
13,s00000059,d00000001,3.28,1355,controlled,800
5,s00000107,d00000040,5.79,6456,controlled,800
15,s00000195,d00000009,7.774,5154,controlled,800
15,s00000017,d00000070,1.724,2378,controlled,800
2,s00000074,d00000041,1.339,1743,controlled,800
14,s00000104,d00000160,6.342,7553,controlled,800
4,s00000024,d00000154,7.432,3188,controlled,800
15,s00000038,d00000052,13.021,7214,controlled,800
11,s00000107,d00000040,6.473,8286,controlled,800
5,s00000168,d00000009,8.82,11325,controlled,800
8,s00000227,d00000035,3.739,3398,controlled,800
9,s00000145,d00000109,4.415,618,controlled,800
1,s00000116,d00000073,8.266,3554,controlled,800
5,s00000253,d00000139,7.579,2221,controlled,800
5,s00000208,d00000106,9.946,10035,controlled,800
1,s00000055,d00000155,1.008,1335,controlled,800
5,s00000063,d00000083,2.897,2819,controlled,800
4,s00000032,d00000034,8.401,3050,controlled,800
15,s00000230,d00000250,5.351,3238,controlled,800
4,s00000173,d00000089,1.001,840,controlled,800
1,s00000100,d00000208,0.489,601,controlled,800
7,s00000062,d00000087,0.133,88,controlled,800
14,s00000008,d00000081,2.128,2377,controlled,800
6,s00000232,d00000221,2.392,2813,controlled,800
15,s00000063,d00000057,3.741,3326,controlled,800
14,s00000227,d00000111,8.634,9773,controlled,800
5,s00000111,d00000145,8.214,8222,controlled,800
2,s00000210,d00000183,1.787,1158,controlled,800
8,s00000046,d00000062,3.35,4030,controlled,800
11,s00000076,d00000167,4.667,1801,controlled,800
9,s00000140,d00000008,4.602,3958,controlled,800
10,s00000125,d00000072,10.297,12058,controlled,800
15,s00000080,d00000175,9.247,9940,controlled,800
4,s00000032,d00000034,12.691,13528,controlled,800
4,s00000091,d00000127,6.745,5005,controlled,800
3,s00000219,d00000043,4.453,4613,controlled,800
8,s00000253,d00000149,4.27,2912,controlled,800
6,s00000071,d00000132,8.089,11146,controlled,800
7,s00000155,d00000063,8.557,4877,controlled,800
12,s00000075,d00000146,10.925,7331,controlled,800
14,s00000215,d00000020,11.734,6817,controlled,800
12,s00000047,d00000177,2.193,1349,controlled,800
15,s00000068,d00000242,2.837,3433,controlled,800
7,s00000146,d00000063,8.336,10946,controlled,800
2,s00000203,d00000220,2.636,1489,controlled,800
9,s00000173,d00000093,8.15,4230,controlled,800
9,s00000033,d00000106,1.674,1415,controlled,800
7,s00000111,d00000075,13.316,3396,controlled,800
9,s00000246,d00000078,9.703,5705,controlled,800
11,s00000086,d00000193,5.474,1642,controlled,800
2,s00000083,d00000237,3.543,3135,controlled,800
2,s00000135,d00000039,5.717,3687,controlled,800
7,s00000005,d00000036,1.277,303,controlled,800
9,s00000255,d00000123,2.774,3409,controlled,800
2,s00000190,d00000048,10.33,1085,controlled,800
7,s00000123,d00000205,4.248,4278,controlled,800
4,s00000042,d00000239,11.087,6231,controlled,800
0,s00000026,d00000067,6.374,727,controlled,800
7,s00000045,d00000198,1.729,742,controlled,800
9,s00000168,d00000187,0.592,544,controlled,800
1,s00000029,d00000007,5.415,6774,controlled,800
7,s00000181,d00000118,2.869,2754,controlled,800
4,s00000245,d00000207,3.711,4238,controlled,800
13,s00000001,d00000084,19.809,26722,controlled,800
5,s00000146,d00000224,5.586,7005,controlled,800
8,s00000055,d00000016,2.9,4092,controlled,800
0,s00000006,d00000100,4.139,3043,controlled,800
6,s00000011,d00000221,6.51,5462,controlled,800
14,s00000146,d00000015,2.231,2157,controlled,800
8,s00000080,d00000048,1.651,1604,controlled,800
15,s00000020,d00000183,12.29,13704,controlled,800
15,s00000176,d00000128,6.459,8830,controlled,800
10,s00000131,d00000121,12.983,6596,controlled,800
12,s00000131,d00000148,3.13,3963,controlled,800
12,s00000131,d00000148,2.643,552,controlled,800
15,s00000072,d00000025,3.127,2586,controlled,800
2,s00000122,d00000089,1.834,2577,controlled,800
12,s00000042,d00000240,2.179,1772,controlled,800
7,s00000010,d00000025,5.772,7833,controlled,800
6,s00000034,d00000238,5.778,4120,controlled,800
0,s00000037,d00000141,4.557,720,controlled,800
5,s00000223,d00000061,3.942,4596,controlled,800
3,s00000143,d00000153,10.203,3112,controlled,800
5,s00000230,d00000029,9.775,12316,controlled,800
1,s00000158,d00000019,8.007,9769,controlled,800
2,s00000142,d00000138,12.048,16904,controlled,800
12,s00000121,d00000204,7.285,7125,controlled,800
11,s00000031,d00000202,5.221,4537,controlled,800
14,s00000024,d00000132,7.588,8817,controlled,800
3,s00000054,d00000123,9.907,11096,controlled,800
2,s00000188,d00000151,18.044,13262,controlled,800
10,s00000250,d00000060,4.639,547,controlled,800
1,s00000118,d00000157,5.144,1924,controlled,800
15,s00000186,d00000138,1.782,2381,controlled,800
1,s00000084,d00000136,3.075,963,controlled,800
0,s00000142,d00000175,1.621,1947,controlled,800
14,s00000223,d00000093,3.957,5240,controlled,800
13,s00000112,d00000152,4.281,2817,controlled,800
4,s00000044,d00000002,9.913,8079,controlled,800
0,s00000230,d00000029,4.902,5858,controlled,800
6,s00000168,d00000009,3.563,2829,controlled,800
5,s00000112,d00000236,2.754,2035,controlled,800
14,s00000008,d00000113,1.813,1648,controlled,800
6,s00000229,d00000054,13.083,15465,controlled,800
0,s00000063,d00000057,9.606,9721,controlled,800
4,s00000155,d00000001,1.893,1087,controlled,800
9,s00000111,d00000075,5.034,2240,controlled,800
1,s00000220,d00000174,2.306,2744,controlled,800
8,s00000223,d00000024,6.242,1099,controlled,800
6,s00000182,d00000133,8.206,9396,controlled,800
2,s00000028,d00000145,4.14,5552,controlled,800
0,s00000110,d00000225,0.918,1142,controlled,800
9,s00000034,d00000064,2.17,677,controlled,800
2,s00000109,d00000239,2.437,2701,controlled,800
13,s00000171,d00000223,17.757,19319,controlled,800
3,s00000149,d00000120,12.896,14211,controlled,800
2,s00000125,d00000072,7.602,5147,controlled,800
7,s00000033,d00000092,2.652,3257,controlled,800
2,s00000174,d00000107,2.972,1539,controlled,800
12,s00000203,d00000244,2.713,1243,controlled,800
9,s00000143,d00000153,8.672,11646,controlled,800
4,s00000216,d00000026,0.876,531,controlled,800
11,s00000255,d00000123,9.374,10030,controlled,800
5,s00000146,d00000063,1.488,1697,controlled,800
12,s00000218,d00000210,10.408,11855,controlled,800
14,s00000187,d00000215,7.589,6307,controlled,800
15,s00000032,d00000224,5.318,2494,controlled,800
7,s00000173,d00000005,5.371,6537,controlled,800
13,s00000223,d00000093,3.834,4049,controlled,800
3,s00000143,d00000236,21.217,8784,controlled,800
8,s00000140,d00000008,3.859,2184,controlled,800
8,s00000033,d00000063,5.072,5006,controlled,800
7,s00000108,d00000158,5.871,6523,controlled,800
6,s00000022,d00000107,3.696,436,controlled,800
8,s00000230,d00000250,12.262,15548,controlled,800
1,s00000087,d00000207,2.499,220,controlled,800
6,s00000122,d00000089,2.791,514,controlled,800
11,s00000072,d00000025,1.052,1017,controlled,800
13,s00000104,d00000179,6.665,7878,controlled,800
1,s00000150,d00000216,3.761,2614,controlled,800
1,s00000183,d00000239,5.688,3129,controlled,800
9,s00000087,d00000097,8.952,11324,controlled,800
11,s00000229,d00000032,2.852,331,controlled,800
3,s00000159,d00000133,2.463,1015,controlled,800
2,s00000059,d00000001,3.163,3264,controlled,800
